numIpus,width,height,wastedTiles,wastedWorkers,loadBalance,maxSpeedup,aveBlockSize,largestBlockSize,aveTileBlockSize,largestTileBlockSize
1,2721,2541,32,192,93.583,6648.14,973,1040,5839,5920
1,3073,3514,28,168,94.8025,6757.52,1514,1598,9089,9212
1,4631,1744,19,114,96.7765,6950.49,1124,1162,6747,6888
1,3953,3553,32,192,97.2482,6908.51,1977,2033,11862,11984
1,9753,1138,83,498,95.478,6490.59,1632,1710,9796,9880
1,18553,338,180,1080,94.7262,5888.18,1008,1065,6053,6120
1,9367,781,6,36,93.4752,6786.3,1007,1078,6045,6162
1,18988,772,5,30,95.6587,6950.56,2017,2109,12104,12210
1,3335,2641,16,96,98.1779,7068.81,1223,1246,7339,7476
1,11767,1043,36,216,96.304,6818.32,1733,1800,10400,10500
1,9568,1133,94,564,95.1714,6406.94,1610,1692,9661,9682
1,10313,671,120,720,97.5269,6413.37,1052,1079,6313,6384
1,1687,3047,20,120,91.8355,6590.11,716,780,4297,4355
1,1455,328,32,192,79.9751,5681.43,67,84,403,420
1,13762,654,96,576,94.9885,6383.23,1339,1410,8036,8178
1,1767,5592,16,96,96.3743,6938.95,1372,1424,8234,8366
1,5334,2510,43,258,95.353,6710.95,1902,1995,11413,11550
1,8685,1432,12,72,94.6981,6840.99,1721,1818,10329,10403
1,9270,254,161,966,91.1695,5771.03,371,408,2231,2244
1,6512,2312,36,216,95.7891,6781.87,2126,2220,12759,12876
1,2089,5089,20,120,94.4805,6779.92,1481,1568,8888,8918
1,4266,1811,28,168,93.275,6648.65,1083,1162,6503,6557
1,16963,287,140,840,96.5539,6233.52,754,781,4524,4608
1,430,1090,6,36,80.699,5858.75,64,80,387,400
1,1525,9532,12,72,95.4112,6892.51,2012,2109,12073,12099
1,813,17784,0,0,98.1033,7157.62,1981,2020,11890,11934
1,763,3343,9,54,93.673,6783.8,352,376,2113,2160
1,13655,892,120,720,97.281,6397.2,1852,1904,11113,11200
1,2538,816,38,228,89.3329,6314.05,293,328,1758,1763
1,383,14443,4,24,97.3983,7082.8,760,781,4564,4608
1,5673,2793,16,96,97.3739,7010.92,2200,2260,13203,13338
1,915,12420,6,36,94.5248,6862.5,1565,1656,9391,9476
1,7555,1597,0,0,97.276,7097.26,1653,1700,9922,10000
1,1378,6173,9,54,95.4953,6915.77,1174,1230,7047,7134
1,1657,7432,9,54,95.2646,6899.06,1700,1785,10202,10290
1,443,7982,1,6,91.3468,6659.18,485,531,2910,3000
1,858,4272,0,0,94.789,6915.8,502,530,3014,3078
1,1443,8592,1,6,93.4976,6815.97,1700,1819,10204,10379
1,618,10716,1,6,94.0408,6855.58,908,966,5450,5520
1,1771,6725,10,60,95.861,6936.5,1645,1717,9875,9999
1,806,10459,6,36,95.3326,6921.14,1161,1218,6966,7047
1,3083,385,28,168,84.101,5994.72,166,198,999,1056
1,4212,3321,16,96,96.464,6945.41,1942,2014,11656,11766
1,6788,639,76,456,97.7106,6683.41,634,649,3804,3840
1,893,15356,1,6,97.9207,7138.42,1881,1921,11286,11400
1,895,5533,1,6,95.9451,6994.4,679,708,4075,4140
1,1191,4509,10,60,90.9501,6581.15,742,816,4452,4556
1,1718,8688,0,0,95.597,6974.76,2045,2140,12274,12420
1,3071,1804,20,120,91.9083,6595.34,772,840,4632,4690
1,4364,919,0,0,94.7736,6914.68,549,580,3298,3364
1,13137,867,128,768,94.6694,6180.02,1744,1843,10468,10573
1,11881,178,76,456,94.2634,6447.62,309,328,1855,1890
1,1239,10023,7,42,99.0713,7186.63,1711,1728,10271,10368
1,1483,2829,20,120,91.637,6575.87,584,638,3507,3596
1,3851,2730,40,240,95.0236,6704.87,1489,1568,8939,9016
1,1883,1507,7,42,88.7049,6434.65,391,441,2347,2401
1,1969,6393,16,96,96.1137,6920.19,1748,1819,10489,10593
1,604,15793,5,30,94.312,6852.71,1312,1392,7876,8004
1,2398,1809,27,162,93.6936,6684.1,608,649,3648,3717
1,11062,1163,28,168,94.5948,6742.72,1804,1908,10829,10918
1,758,6043,7,42,97.1473,7047.07,631,650,3788,3835
1,11559,1285,61,366,96.4164,6681.65,2143,2223,12860,12987
1,3985,3104,16,96,95.4432,6871.91,1717,1800,10307,10400
1,1024,11890,6,36,93.8996,6817.11,1677,1786,10062,10246
1,18137,706,154,924,94.6106,6028.59,2009,2124,12057,12154
1,1824,3621,16,96,92.8462,6684.92,917,988,5503,5548
1,857,424,16,96,93.4588,6729.04,50,54,302,324
1,1000,9674,4,24,98.9813,7197.92,1330,1344,7981,8064
1,801,9577,6,36,92.3633,6705.57,1056,1144,6339,6424
1,1939,1211,1,6,89.473,6522.58,322,360,1932,1980
1,2149,4918,16,96,97.0183,6985.32,1467,1513,8807,8910
1,4351,1785,6,36,93.1856,6765.27,1069,1148,6418,6560
1,2039,4605,16,96,93.4846,6730.89,1304,1395,7824,7905
1,9316,470,124,744,94.3887,6184.35,668,708,4009,4080
1,138,5528,4,24,91.2211,6633.6,104,115,629,644
1,1753,6414,0,0,95.3641,6957.76,1541,1616,9246,9393
1,980,6845,12,72,94.7536,6845,928,980,5571,5600
1,4045,1629,6,36,93.089,6758.26,907,975,5445,5550
1,1351,9359,12,72,94.969,6860.56,1750,1843,10501,10573
1,989,15694,1,6,95.7774,6982.17,2129,2223,12774,12870
1,1382,1144,7,42,88.9591,6453.09,217,245,1307,1332
1,2113,7137,0,0,97.1312,7086.69,2066,2128,12401,12544
1,10675,149,32,192,84.1724,5979.61,223,266,1343,1406
1,3101,1041,57,342,91.0223,6329.69,464,510,2785,2805
1,202,2244,6,36,74.329,5396.29,62,84,374,399
1,869,10579,6,36,95.9299,6964.51,1266,1320,7597,7656
1,3151,1954,1,6,91.5048,6670.7,844,923,5067,5183
1,5500,1256,48,288,92.6439,6492.48,985,1064,5914,6004
1,761,10988,6,36,93.488,6787.23,1151,1232,6910,7007
1,282,17823,1,6,93.0431,6782.84,689,741,4136,4218
1,11573,392,76,456,92.762,6344.92,663,715,3979,4026
1,7201,1441,46,276,93.4949,6563.34,1478,1581,8868,9021
1,11868,1272,39,234,96.2906,6800.04,2137,2220,12825,12876
1,360,19039,1,6,99.177,7230,940,948,5641,5688
1,18236,416,61,366,94.2071,6528.55,1094,1162,6568,6636
1,1040,14417,6,36,96.4167,6999.85,2065,2142,12391,12480
1,220,2215,6,36,79.9062,5801.19,67,84,402,420
1,251,15223,1,6,92.4407,6738.93,524,567,3144,3213
1,2945,1493,40,240,89.9194,6344.71,623,693,3738,3843
1,1607,7319,9,54,94.9758,6878.15,1624,1710,9744,9880
1,12389,711,48,288,94.1522,6598.19,1256,1335,7541,7565
1,11307,1296,72,432,95.2225,6536.07,2134,2242,12809,12862
1,3656,2806,16,96,94.7357,6820.97,1424,1504,8548,8648
1,3004,1442,43,258,94.8356,6674.53,615,649,3692,3717
1,221,16001,1,6,93.2843,6800.43,485,520,2910,2970
1,4887,2169,50,300,95.6526,6691.86,1515,1584,9090,9207
1,2711,995,56,336,91.6227,6376.94,387,423,2325,2350
1,1792,5953,16,96,97.927,7050.74,1481,1513,8889,9000
1,1396,2820,16,96,92.6723,6672.41,546,590,3280,3304
1,5235,1570,0,0,96.945,7073.11,1126,1162,6759,6806
1,1818,5858,16,96,94.3332,6791.99,1479,1568,8874,8918
1,4282,2238,40,240,96.3228,6796.54,1358,1410,8148,8272
